0 2 3 10		1.0285 -12.8
0 2 3 11		1.0285 -12.8
0 2 3 12		0.9979 -1.4
0 2 3 13		0.9894 -2.3
0 2 3 14		1.0142 -10.2
0 2 3 15		1.0148 -6.3
0 2 3 16		1.0247 -5.8
0 2 3 17		1.0297 -12.9
0 2 3 18		1.0032 -4.5
0 2 3 19		1.0107 -9.0
0 2 3 20		1.0015 -6.9
0 2 3 21		1.0054 -7.8
0 2 3 22		1.0054 -7.8
0 2 3 23		1.0080 -6.1
0 2 3 24		1.0028 -2.7
0 2 3 25		1.0008 -3.7
0 2 3 26		1.0072 -5.5
0 2 3 27		1.0011 -2.8
0 2 3 28		0.9998 -5.7
0 2 3 29		0.9980 -2.5
0 2 3 30		0.9936 -2.3
